booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning
B00187,2024-02-18,2024-05-09,C0202,Corporate,Adventure,Website,Bank Transfer,TP.HCM,2,4867000.0,0.012,Completed,9617000.0,4.2,False
B00188,2024-06-23,2024-09-16,C0372,Young Professional,Cultural,Website,Card,Hà Nội,2,2819000.0,0.045,Completed,5384000.0,4.3,True
B00189,2024-12-18,2025-01-20,C0328,Young Professional,Cultural,Website,Card,Đà Lạt,1,2521000.0,0.133,Cancelled,0.0,,True
B00190,2024-07-27,2024-10-24,C0127,Young Professional,Foodie,Agent,E-wallet,TP.HCM,4,2152000.0,0.226,Completed,6663000.0,4.7,False
B00191,2024-10-30,2024-12-30,C0105,Family,Family,Agent,Card,Huế,4,3141000.0,0.068,Completed,11710000.0,3.8,True
B00192,2024-04-17,2024-05-02,C0324,Young Professional,Foodie,Mobile App,Card,Đà Nẵng,1,3350000.0,0.162,Completed,2807000.0,4.2,True
B00193,2025-03-31,2025-06-25,C0088,Young Professional,Cultural,Website,Card,Đà Nẵng,1,3351000.0,0.046,Completed,3197000.0,4.0,True
B00194,2024-07-14,2024-08-04,C0142,Young Professional,Adventure,Mobile App,Card,TP.HCM,3,5514000.0,0.04,Completed,15880000.0,3.4,True
B00195,2024-02-11,2024-04-08,C0099,Student,Adventure,Agent,Card,Đà Lạt,2,3400000.0,0.125,Completed,5950000.0,4.1,False
B00196,2025-04-07,2025-06-20,C0255,Young Professional,Beach,Website,E-wallet,Hội An,2,5057000.0,0.034,Completed,9770000.0,5.0,True
B00197,2025-07-16,2025-08-15,C0124,Young Professional,Cultural,Agent,Bank Transfer,Sa Pa,2,2142000.0,0.089,Completed,3903000.0,3.3,True
B00198,2024-01-10,2024-02-10,C0277,Young Professional,Adventure,Website,E-wallet,Đà Lạt,1,3061000.0,0.024,Completed,2988000.0,4.2,False
B00199,2024-09-29,2024-11-16,C0393,Family,Beach,Website,Card,Phú Quốc,2,4474000.0,0.173,Cancelled,0.0,,False
B00200,2025-05-30,2025-08-19,C0349,Family,Foodie,Website,Card,Nha Trang,3,3131000.0,0.062,Completed,8811000.0,4.3,True
B00201,2025-03-15,2025-04-12,C0399,Young Professional,Beach,Website,Card,Hạ Long,1,2925000.0,0.107,Completed,2612000.0,3.7,False
B00202,2025-06-17,2025-08-19,C0011,Young Professional,Beach,Agent,Card,Hội An,2,4262000.0,0.0,Completed,8524000.0,3.5,True
B00203,2024-09-15,2024-10-31,C0192,Young Professional,Family,Website,Card,Đà Nẵng,3,3799000.0,0.061,Completed,10702000.0,3.5,True
B00204,2024-08-19,2024-09-07,C0093,Young Professional,Beach,Website,Bank Transfer,Phú Quốc,1,4102000.0,0.192,Completed,3314000.0,4.9,False
B00205,2025-03-17,2025-05-23,C0386,Corporate,Foodie,Website,E-wallet,Hạ Long,1,2210000.0,0.107,Completed,1974000.0,3.7,True
B00206,2024-04-05,2024-06-21,C0300,Family,Family,Website,Card,Nha Trang,4,3599000.0,0.071,Completed,13374000.0,4.0,False
B00207,2024-05-29,2024-07-24,C0135,Family,Beach,Website,Card,Huế,1,3475000.0,0.025,Completed,3388000.0,5.0,False
B00208,2025-01-09,2025-02-02,C0237,Young Professional,Family,Website,Card,Hạ Long,3,3897000.0,0.118,Completed,10311000.0,3.8,True
B00209,2025-02-20,2025-03-14,C0255,Young Professional,Family,Mobile App,Card,TP.HCM,4,3555000.0,0.038,Cancelled,0.0,,True
B00210,2024-03-15,2024-04-28,C0209,Student,Family,Website,Card,Sa Pa,2,2215000.0,0.126,Completed,3872000.0,4.7,False
B00211,2024-11-12,2025-01-02,C0200,Young Professional,City Break,Agent,Card,Hội An,2,1411000.0,0.142,Completed,2421000.0,4.7,True
B00212,2024-08-15,2024-10-08,C0024,Corporate,Family,Website,Card,Hội An,5,3462000.0,0.139,Completed,14904000.0,3.5,True
B00213,2024-11-08,2024-12-07,C0191,Corporate,Adventure,Agent,Card,Nha Trang,1,3995000.0,0.024,Completed,3899000.0,3.8,True
B00214,2025-08-20,2025-10-09,C0147,Young Professional,Cultural,Agent,Bank Transfer,Hạ Long,1,3057000.0,0.099,Completed,2754000.0,4.4,True
B00215,2024-02-17,2024-03-21,C0344,Family,Family,Website,Card,Phú Quốc,5,3476000.0,0.152,Completed,14738000.0,5.0,False
B00216,2025-09-12,2025-11-16,C0364,Student,Foodie,Website,Card,Hội An,1,1783000.0,0.107,Completed,1592000.0,3.8,True
B00217,2024-10-07,2024-12-20,C0316,Young Professional,Adventure,Agent,Card,Hà Nội,1,3649000.0,0.049,Completed,3470000.0,4.0,True
B00218,2025-04-26,2025-06-27,C0013,Family,Family,Mobile App,Card,Nha Trang,5,4131000.0,0.136,Completed,17846000.0,4.4,True
B00219,2024-09-21,2024-10-01,C0354,Family,Cultural,Mobile App,Cash,Hạ Long,3,1838000.0,0.063,Completed,5167000.0,4.5,False
B00220,2024-07-12,2024-10-10,C0167,Family,Family,Website,Bank Transfer,Phú Quốc,4,2254000.0,0.185,Completed,7348000.0,4.5,False
B00221,2025-04-25,2025-05-06,C0175,Student,Foodie,Website,Bank Transfer,Hà Nội,2,-100000.0,0.051,Completed,4810000.0,3.8,True
B00222,2025-03-04,2025-06-02,C0397,Family,Beach,Mobile App,Cash,Hạ Long,3,2781000.0,0.086,Completed,7626000.0,3.9,True
B00223,2024-03-30,2024-04-11,C0365,Family,Beach,Agent,Card,Hạ Long,2,2938000.0,0.162,Completed,4924000.0,4.3,False
B00224,2025-03-15,2025-05-05,C0022,Young Professional,Adventure,Website,Card,Hội An,2,3118000.0,0.089,Completed,5681000.0,4.8,True
B00225,2025-04-14,2025-05-02,C0152,Corporate,Adventure,Agent,Card,Hà Nội,2,5065000.0,0.047,Cancelled,0.0,,True
B00226,2024-08-29,2024-09-15,C0315,Young Professional,Adventure,Mobile App,Card,Hội An,2,4849000.0,0.002,Completed,9679000.0,4.2,False
B00227,2025-07-30,2025-10-03,C0227,Student,Beach,Website,Bank Transfer,Hà Nội,2,4671000.0,0.083,Completed,8567000.0,3.7,True
B00228,2025-02-03,2025-04-12,C0109,Student,Cultural,Website,Card,Đà Lạt,1,2881000.0,0.152,Completed,2443000.0,5.0,True
B00229,2024-07-26,2024-08-14,C0221,Young Professional,Adventure,Website,Card,,2,-100000.0,0.017,Completed,6956000.0,4.3,True
B00230,2024-01-07,2024-04-05,C0364,Student,Adventure,Website,Card,Hạ Long,2,5816000.0,0.126,Completed,10166000.0,4.7,False
B00231,2025-02-24,2025-03-31,C0094,Young Professional,Family,Mobile App,Card,Đà Lạt,3,2763000.0,0.031,Completed,8032000.0,4.2,True
B00232,2024-05-10,2024-06-14,C0314,Young Professional,Family,Website,E-wallet,Hạ Long,3,3449000.0,0.051,Completed,9819000.0,4.2,False
B00233,2025-04-16,2025-05-20,C0309,Young Professional,Family,Website,Card,Hạ Long,4,4234000.0,0.051,Cancelled,0.0,,True
B00234,2024-11-23,2025-01-09,C0372,Young Professional,City Break,Mobile App,Card,Hà Nội,1,1248000.0,0.115,Cancelled,0.0,,True
B00235,2024-10-17,2024-11-10,C0126,Young Professional,Family,Mobile App,Card,Đà Nẵng,2,2232000.0,0.09,Completed,4062000.0,4.8,False
B00236,2024-04-12,2024-05-26,C0091,Student,Adventure,Mobile App,Bank Transfer,Phú Quốc,1,6630000.0,0.049,Completed,6305000.0,4.2,False
B00237,2025-03-19,2025-04-15,C0231,Student,Family,Mobile App,Card,Sa Pa,3,3824000.0,0.08,Completed,10554000.0,4.3,True
B00238,2024-04-13,2024-04-27,C0224,Corporate,Beach,Website,Cash,Đà Lạt,2,3834000.0,0.064,Completed,7177000.0,3.6,True
B00239,2024-09-17,2024-10-26,C0173,Young Professional,Cultural,Mobile App,Card,Phú Quốc,1,2656000.0,0.041,Completed,2547000.0,3.7,True
B00240,2025-06-05,2025-08-08,C0328,Young Professional,Adventure,Website,Card,Phú Quốc,1,3724000.0,0.103,Completed,3340000.0,4.7,True
B00241,2025-07-27,2025-10-06,C0336,Family,City Break,Website,Bank Transfer,Sa Pa,3,2093000.0,0.098,Completed,5664000.0,5.0,True
B00241,2025-07-27,2025-10-06,C0336,Family,City Break,Website,Bank Transfer,Sa Pa,3,2093000.0,0.098,Completed,5664000.0,5.0,True
B00242,2025-09-08,2025-10-16,C0104,Corporate,Family,Website,Card,DNang,2,3281000.0,0.0,Completed,6562000.0,3.9,True
B00243,2025-08-19,2025-09-24,C0335,Student,Beach,Mobile App,Card,Hà Nội,1,4485000.0,0.083,Completed,4113000.0,4.5,True
B00244,2024-12-12,2025-02-23,C0097,Young Professional,Adventure,Mobile App,Cash,TP.HCM,2,3673000.0,0.175,Completed,6060000.0,4.3,True
B00245,2024-05-04,2024-07-08,C0172,Young Professional,Beach,Website,Card,TP.HCM,2,4275000.0,0.03,Completed,8294000.0,4.1,True
B00246,2025-06-06,2025-08-22,C0012,Corporate,Family,Agent,Card,Huế,4,3515000.0,0.12,Completed,12373000.0,5.0,False
B00247,2025-05-14,2025-08-05,C0143,Corporate,City Break,Agent,Bank Transfer,Hạ Long,3,1307000.0,0.026,Completed,3819000.0,4.0,True
B00248,2025-09-08,2025-11-23,C0403,Family,Adventure,Website,Card,Sa Pa,3,4413000.0,0.15,Completed,11253000.0,4.8,True
B00249,2025-02-09,2025-05-05,C0186,Family,Adventure,Mobile App,Card,TP.HCM,1,5552000.0,0.182,Cancelled,0.0,,True
B00250,2024-03-29,2024-05-11,C0299,Family,Cultural,Website,Card,Hội An,2,3393000.0,0.147,Completed,5788000.0,4.2,True
B00251,2024-11-09,2024-12-20,C0046,Family,Cultural,Call Center,Bank Transfer,TP.HCM,2,1924000.0,0.005,Completed,3829000.0,4.9,True
B00252,2024-10-06,2024-11-11,C0267,Young Professional,City Break,Website,Card,Đà Lạt,1,1532000.0,0.063,Completed,1435000.0,4.3,False
B00253,2025-06-09,2025-07-08,C0157,Young Professional,Family,Website,Card,Đà Nẵng,5,3546000.0,0.107,Completed,15833000.0,4.2,True
B00254,2024-09-01,2024-11-10,C0313,Young Professional,Adventure,Website,Cash,Hạ Long,1,5476000.0,0.072,Completed,5082000.0,4.9,False
B00255,2024-07-23,2024-09-28,C0390,Corporate,Cultural,Website,Cash,TP.HCM,3,2280000.0,0.179,Completed,5616000.0,4.8,True
B00256,2024-02-19,2024-05-03,C0224,Corporate,Beach,Mobile App,E-wallet,Phú Quốc,2,3637000.0,0.094,Completed,6590000.0,4.8,False
B00257,2025-06-04,2025-06-27,C0044,Young Professional,Beach,Mobile App,Card,Huế,2,3150000.0,0.066,Completed,5884000.0,2.3,True
B00258,2025-04-15,2025-06-03,C0200,Young Professional,Beach,Website,Card,Phú Quốc,1,3652000.0,0.005,Completed,3634000.0,4.4,True
B00259,2024-01-26,2024-02-22,C0052,Student,Cultural,Mobile App,Card,Hà Nội,3,1712000.0,0.084,Completed,4705000.0,4.3,False
B00260,2024-09-27,2024-12-18,C0189,Family,Foodie,Agent,Cash,Hạ Long,2,1909000.0,0.025,Completed,3723000.0,4.2,True
B00261,2024-10-25,2024-11-25,C0026,Student,Adventure,Agent,Card,Phú Quốc,1,5456000.0,0.134,Completed,4725000.0,4.5,False
B00262,2024-10-19,2024-11-09,C0269,Student,Cultural,Mobile App,Cash,Nha Trang,1,2683000.0,0.126,Completed,2345000.0,4.3,True
B00263,2025-07-26,2025-09-20,C0131,Student,Beach,Website,Card,Phú Quốc,2,3973000.0,0.148,Completed,6770000.0,4.5,True
B00264,2024-04-03,2024-06-23,C0085,Student,Cultural,Website,Bank Transfer,Hạ Long,1,3548000.0,0.04,Completed,3406000.0,4.1,False
B00265,2024-07-09,2024-10-01,C0008,Family,City Break,Agent,Bank Transfer,Nha Trang,2,2061000.0,0.064,Completed,3858000.0,4.9,False
B00266,2024-04-22,2024-05-09,C0373,Young Professional,Cultural,Agent,Card,Hội An,2,2842000.0,0.131,Completed,4939000.0,4.6,False
B00267,2024-06-01,2024-07-07,C0352,Student,Family,Mobile App,E-wallet,Nha Trang,3,4068000.0,0.019,Completed,11972000.0,4.5,False
B00268,2025-07-19,2025-08-10,C0341,Student,City Break,Agent,E-wallet,Hà Nội,2,2677000.0,0.103,Completed,4803000.0,4.4,True
B00269,2025-08-09,2025-09-12,C0025,Family,Beach,Website,Card,Sa Pa,1,4142000.0,0.113,Completed,3674000.0,4.8,True
B00270,2024-01-28,2024-03-21,C0147,Young Professional,Family,Mobile App,Card,TP.HCM,5,2499000.0,0.1,Completed,11246000.0,4.7,True
B00271,2025-01-28,2025-03-01,C0408,Family,Foodie,Website,Cash,Đà Lạt,3,1844000.0,0.148,Completed,4713000.0,4.1,True
B00272,2024-05-25,2024-06-09,C0244,Young Professional,Cultural,Website,Card,Đà Lạt,1,2215000.0,0.057,Completed,2089000.0,4.7,False
B00273,2024-04-29,2024-06-19,C0054,Family,Beach,Mobile App,Card,Đà Nẵng,2,5391000.0,0.0,Completed,10782000.0,4.3,True
B00274,2024-06-30,2024-07-14,C0060,Student,Foodie,Website,Card,Đà Lạt,2,1798000.0,0.018,Completed,3531000.0,5.0,True
B00275,2024-05-01,2024-05-29,C0111,Young Professional,City Break,Agent,E-wallet,Phú Quốc,4,1993000.0,0.183,Completed,6513000.0,4.7,False
B00276,2024-11-01,2024-11-11,C0409,Student,Adventure,Website,Card,Đà Nẵng,1,3863000.0,0.125,Completed,3380000.0,3.9,False
B00277,2025-09-12,2025-09-29,C0072,Young Professional,Adventure,Agent,Bank Transfer,TP.HCM,2,4038000.0,0.019,Completed,7923000.0,5.0,True
B00278,2024-12-31,2025-02-14,C0380,Family,Beach,Agent,Card,Hạ Long,3,3615000.0,0.141,Completed,9316000.0,3.1,False
B00279,2025-03-26,2025-06-12,C0285,Family,Cultral,Mobile App,Card,Huế,1,2588000.0,0.038,Completed,2490000.0,4.5,True
B00280,2024-11-03,2025-01-14,C0388,Corporate,Adventure,Agent,Bank Transfer,Nha Trang,2,3701000.0,0.068,Completed,6899000.0,3.9,True
B00281,2024-01-09,2024-01-27,C0347,Corporate,Beach,Website,Card,Đà Lạt,1,3937000.0,0.051,Completed,3736000.0,5.0,False
B00282,2024-02-22,2024-03-05,C0140,Student,Family,Website,Card,Hà Nội,4,3008000.0,0.18,Completed,9866000.0,4.3,False
B00283,2024-06-16,2024-07-23,C0348,Young Professional,Foodie,Website,Card,Hà Nội,1,1518000.0,0.0,Completed,1518000.0,3.8,False
B00284,2024-05-31,2024-08-01,C0072,Young Professional,City Break,Website,Cash,Đà Lạt,4,2816000.0,0.026,Completed,10971000.0,4.1,True
B00285,2025-06-07,2025-08-16,C0123,Student,Cultural,Agent,Card,Huế,1,2649000.0,0.065,Completed,2477000.0,3.8,True
B00286,2025-06-09,2025-08-24,C0089,Student,Beach,Mobile App,Card,Sa Pa,1,4139000.0,0.123,Cancelled,0.0,,True
B00287,2025-06-16,2025-07-23,C0056,Family,Foodie,Website,Card,Đà Lạt,3,2854000.0,0.082,Completed,7860000.0,4.0,True
B00288,2025-02-01,2025-02-24,C0038,Young Professional,Foodie,Website,Card,Huế,3,2780000.0,0.069,Completed,7765000.0,3.8,True
B00289,2024-12-12,2024-12-24,C0079,Family,Adventure,Mobile App,Card,Nha Trang,2,3972000.0,0.121,Completed,6983000.0,4.3,True
B00290,2025-02-08,2025-03-01,C0051,Student,Family,Agent,Card,Đà Nẵng,4,3854000.0,0.039,Completed,14815000.0,4.4,True
B00291,2024-09-10,2024-09-25,C0160,Family,Adventure,Website,Card,Nha Trang,1,5547000.0,0.136,Completed,4793000.0,3.7,True
B00292,2025-02-21,2025-05-11,C0030,Family,Cultural,Agent,Card,Đà Nẵng,2,3031000.0,0.149,Completed,5159000.0,3.4,True
B00293,2025-05-09,2025-06-09,C0026,Student,Beach,Mobile App,Cash,Hạ Long,1,3887000.0,0.025,Completed,3790000.0,4.4,True
B00294,2025-04-20,2025-07-05,C0416,Young Professional,Beach,Agent,Bank Transfer,Đà Lạt,1,2769000.0,0.088,Completed,2525000.0,4.5,True
B00295,2025-01-17,2025-03-12,C0037,Student,Cultural,Website,Card,Phú Quốc,3,3276000.0,0.089,Completed,8953000.0,4.6,True
B00295,2025-01-17,2025-03-12,C0037,Student,Cultural,Website,Card,Phú Quốc,3,3276000.0,0.089,Completed,8953000.0,4.6,True
B00296,2024-02-06,2024-03-30,C0032,Corporate,City Break,Mobile App,Card,Đà Lạt,2,-100000.0,0.162,Completed,2774000.0,4.5,True
B00297,2025-03-27,2025-05-12,C0013,Family,Beach,Website,Card,Hạ Long,1,3635000.0,0.01,Completed,3599000.0,5.0,False
B00298,2024-08-16,2024-10-31,C0056,Family,Beach,Website,E-wallet,Phú Quốc,1,4348000.0,0.14,Completed,3739000.0,4.7,True
B00299,2025-04-08,2025-04-21,C0222,Young Professional,Adventure,Agent,Card,Nha Trang,3,3934000.0,0.095,Completed,10681000.0,5.0,True
B00300,2024-12-02,2024-12-19,C0348,Young Professional,Beach,Mobile App,Card,TP.HCM,1,3012000.0,0.106,Completed,2693000.0,5.0,True
B00301,2025-07-02,2025-08-15,C0309,Young Professional,Beach,Website,Card,,1,4369000.0,0.058,Completed,4116000.0,3.3,True
B00302,2024-07-29,2024-09-08,C0244,Young Professional,Adventure,Agent,Card,Hội An,1,2855000.0,0.195,Cancelled,0.0,,True
B00303,2025-08-03,2025-09-26,C0036,Student,Cultural,Website,Card,Đà Nẵng,1,3959000.0,0.15,Completed,3365000.0,4.2,True
B00304,2025-06-10,2025-08-18,C0326,Family,Family,Mobile App,Card,PhuQuoc,3,2417000.0,0.055,Cancelled,0.0,,True
B00305,2024-07-25,2024-09-20,C0016,Young Professional,Foodie,Call Center,Cash,Hà Nội,4,2365000.0,0.167,Cancelled,0.0,,True
B00306,2024-10-27,2024-11-26,C0265,Corporate,Beach,Mobile App,Cash,Đà Nẵng,1,3097000.0,0.168,Completed,2577000.0,4.6,False
B00307,2024-11-27,2025-01-02,C0172,Young Professional,Foodie,Agent,Cash,Hội An,2,2186000.0,0.148,Completed,3725000.0,4.1,True
B00308,2025-04-23,2025-07-02,C0371,Family,Foodie,Mobile App,Bank Transfer,Đà Lạt,2,2992000.0,0.0,Completed,5984000.0,3.9,True
B00309,2025-03-05,2025-03-31,C0130,Family,City Break,Agent,Card,Nha Trang,2,1884000.0,0.061,Completed,3538000.0,3.9,True
B00310,2025-06-14,2025-08-03,C0269,Student,Family,Mobile App,E-wallet,Đà Nẵng,4,2966000.0,0.115,Completed,10500000.0,4.1,True
B00311,2024-08-18,2024-10-10,C0185,Family,Family,Mobile App,Bank Transfer,TP.HCM,4,3412000.0,0.045,Completed,13034000.0,4.6,False
B00312,2024-11-10,2025-01-19,C0220,Young Professional,Family,Website,Bank Transfer,Hà Nội,4,3806000.0,0.173,Completed,12590000.0,4.0,True
B00313,2024-09-25,2024-12-01,C0395,Student,Family,Agent,Bank Transfer,TP.HCM,4,2459000.0,0.088,Completed,8970000.0,4.1,True
B00314,2025-07-20,2025-09-05,C0300,Family,Beach,Website,Card,Huế,2,4403000.0,0.076,Completed,8137000.0,4.5,True
B00315,2024-07-09,2024-08-13,C0175,Student,Foodie,Call Center,Card,Hội An,2,1833000.0,0.0,Completed,3666000.0,4.1,True
B00316,2024-12-31,2025-02-08,C0188,Student,Adventure,Website,Card,Nha Trang,2,5927000.0,0.086,Completed,10835000.0,4.8,True
B00317,2024-03-15,2024-04-27,C0296,Corporate,City Break,Website,Card,,1,2337000.0,0.245,Completed,1764000.0,3.7,False
B00318,2025-06-13,2025-07-10,C0146,Young Professional,Cultural,Agent,Card,Phú Quốc,2,2729000.0,0.025,Completed,5322000.0,3.6,False
B00319,2024-08-27,2024-10-26,C0071,Young Professional,Beach,Website,Card,TP.HCM,2,4986000.0,0.072,Completed,9254000.0,4.4,False
B00320,2024-07-31,2024-08-26,C0197,Family,Adventure,Website,Card,Đà Nẵng,1,6112000.0,0.02,Completed,5990000.0,4.4,False
B00321,2024-12-29,2025-03-01,C0029,Student,Adventure,Agent,E-wallet,Phú Quốc,3,5653000.0,0.193,Completed,13686000.0,3.8,True
B00322,2024-11-06,2025-01-15,C0072,Young Professional,Cultural,Website,Cash,Nha Trang,1,3199000.0,0.105,Completed,2863000.0,4.9,True
B00323,2025-06-12,2025-09-07,C0177,Young Professional,Cultural,Website,Cash,Sa Pa,1,2393000.0,0.082,Completed,2197000.0,5.0,True
B00324,2024-11-27,2024-12-16,C0335,Student,Cultural,Mobile App,Card,Hạ Long,3,2429000.0,0.117,Completed,6434000.0,3.9,True
B00325,2024-11-18,2025-01-28,C0329,Family,Adventure,Website,Cash,Hạ Long,1,4662000.0,0.155,Completed,3939000.0,4.9,False
B00326,2024-03-06,2024-03-22,C0110,Corporate,Cultural,Website,Bank Transfer,TP.HCM,1,3453000.0,0.065,Completed,3229000.0,3.0,False
B00327,2024-01-14,2024-02-20,C0178,Corporate,Foodie,Website,Cash,Hà Nội,1,1526000.0,0.047,Completed,1454000.0,4.7,False
B00328,2024-09-05,2024-09-29,C0065,Family,Beach,Website,Cash,TP.HCM,3,2525000.0,0.189,Completed,6143000.0,3.8,True
B00329,2025-09-13,2025-10-06,C0318,Family,Cultural,Website,Card,Sa Pa,1,2247000.0,0.121,Completed,1975000.0,4.7,True
B00330,2025-07-25,2025-08-18,C0104,Corporate,Cultural,Website,Card,Hạ Long,2,2952000.0,0.0,Completed,5904000.0,3.7,True
B00331,2025-01-26,2025-02-08,C0336,Family,Adventure,Mobile App,Cash,Huế,2,4638000.0,0.013,Completed,9155000.0,4.2,True
B00332,2025-01-28,2025-04-14,C0354,Family,Adventure,Mobile App,E-wallet,Đà Nẵng,2,3931000.0,-0.2,Completed,7445000.0,3.8,True
B00333,2024-08-31,2024-09-14,C0290,Student,Family,Website,Card,Hạ Long,5,3065000.0,0.046,Completed,14620000.0,4.1,True
B00334,2024-04-20,2024-06-01,C0139,Family,Foodie,Website,Card,Hội An,3,1699000.0,0.0,Completed,5097000.0,5.0,False
B00334,2024-04-20,2024-06-01,C0139,Family,Foodie,Website,Card,Hội An,3,1699000.0,0.0,Completed,5097000.0,5.0,False
B00335,2024-01-06,2024-03-12,C0401,Young Professional,Cultural,Agent,Card,Hạ Long,1,3390000.0,-0.2,Completed,3207000.0,4.1,False
B00336,2024-07-30,2024-10-28,C0289,Young Professional,Family,Mobile App,Card,Hội An,5,2121000.0,0.065,Completed,9916000.0,5.0,False
B00337,2024-07-16,2024-10-03,C0272,Student,Beach,Website,E-wallet,TP.HCM,2,2530000.0,0.092,Completed,4594000.0,4.0,False
B00338,2024-04-29,2024-05-20,C0360,Family,Cultural,Mobile App,Bank Transfer,Hà Nội,1,3472000.0,0.222,Completed,2701000.0,4.9,False
B00339,2024-06-10,2024-09-08,C0371,Family,Adventure,Website,Card,Huế,1,4753000.0,0.104,Completed,4259000.0,3.4,False
B00340,2024-01-16,2024-03-18,C0033,Young Professional,Beach,Agent,Card,Nha Trang,2,5753000.0,0.11,Completed,10240000.0,4.1,False
B00341,2025-01-13,2025-02-06,C0371,Family,Family,Agent,Card,Đà Lạt,2,3628000.0,0.151,Completed,6160000.0,3.9,True
B00342,2025-07-31,2025-09-15,C0322,Young Professional,Family,Agent,Card,Đà Lạt,4,2679000.0,0.106,Completed,9580000.0,5.0,True
B00343,2025-03-06,2025-05-29,C0087,Family,Family,Website,Card,Đà Lạt,3,2670000.0,0.144,Completed,6857000.0,4.3,False
B00344,2024-10-06,2024-11-16,C0130,Family,Adventure,Website,Bank Transfer,Huế,2,3689000.0,0.137,Completed,6367000.0,3.2,True
B00345,2024-09-18,2024-10-12,C0317,Young Professional,Family,Website,Cash,Hà Nội,2,2739000.0,0.127,Cancelled,0.0,,True
B00346,2024-07-10,2024-09-28,C0091,Student,Cultural,Website,Card,TP.HCM,3,1780000.0,0.286,Completed,3813000.0,3.7,True
B00347,2024-03-29,2024-06-24,C0191,Corporate,Beach,Website,Bank Transfer,Sa Pa,1,3390000.0,0.096,Cancelled,0.0,,False
B00348,2025-01-07,2025-04-06,C0290,Student,Beach,Mobile App,Bank Transfer,Hội An,1,3423000.0,0.055,Completed,3235000.0,4.6,True
B00349,2024-12-18,2025-03-15,C0274,Family,Family,Website,Card,TP.HCM,3,2331000.0,0.142,Completed,6000000.0,4.0,True
B00350,2024-01-05,2024-03-25,C0383,Family,Foodie,Agent,Cash,Hà Nội,1,2135000.0,0.072,Completed,1981000.0,3.9,False
B00351,2024-09-15,2024-10-31,C0047,Young Professional,Beach,Website,Cash,Đà Nẵng,2,4288000.0,0.147,Cancelled,0.0,,True
B00352,2024-06-22,2024-07-17,C0124,Young Professional,Adventure,Website,Bank Transfer,Đà Nẵng,2,5546000.0,0.005,Cancelled,0.0,,False
